TransactionID,TransactionDate,StoreID,StoreName,TillNumber,CashierID,ShiftTime,SaleAmount,DiscountAmount,PaymentMethod,IsVoid
1040,2025-02-14,103,Abu Dhabi Khalidiyah,3,C023,Afternoon,2426.86,0.0,Debit Card,False
1041,2025-03-11,105,Ajman Mall,5,C023,Afternoon,4058.84,0.0,Credit Card,False
1042,2025-03-26,102,Dubai Mall,1,C039,Evening,4017.0,0.0,Cash,False
1043,2025-03-23,102,Dubai Mall,4,C017,Morning,4100.11,0.0,Cash,False
1044,2025-01-28,102,Dubai Mall,5,C003,Morning,2606.07,309.86,Digital Wallet,False
1045,2025-03-06,103,Abu Dhabi Khalidiyah,5,C030,Afternoon,2520.15,0.0,Digital Wallet,False
1046,2025-02-19,103,Abu Dhabi Khalidiyah,1,C035,Afternoon,1271.07,416.52,Cash,False
1047,2025-03-09,105,Ajman Mall,5,C008,Morning,4481.41,0.0,Credit Card,False
1048,2025-02-25,106,Ras Al Khaimah,4,C025,Evening,1022.63,0.0,Cash,False
1049,2025-03-14,102,Dubai Mall,2,C006,Afternoon,4490.9,0.0,Cash,False
1050,2025-03-06,105,Ajman Mall,4,C036,Afternoon,1217.46,569.2,Digital Wallet,False
1051,2025-01-04,101,Dubai Marina,4,C019,Afternoon,2247.84,323.2,Cash,False
1052,2025-01-21,103,Abu Dhabi Khalidiyah,2,C040,Evening,1891.38,0.0,Cash,False
1053,2025-02-11,105,Ajman Mall,4,C024,Evening,1391.01,0.0,Debit Card,False
1054,2025-01-24,104,Sharjah City Centre,1,C037,Morning,679.94,0.0,Debit Card,False
1055,2025-02-25,101,Dubai Marina,5,C013,Morning,3439.97,0.0,Digital Wallet,False
1056,2025-02-01,104,Sharjah City Centre,2,C005,Morning,161.09,0.0,Debit Card,False
1057,2025-02-25,101,Dubai Marina,2,C003,Afternoon,2782.75,0.0,Credit Card,True
1058,2025-01-27,106,Ras Al Khaimah,4,C015,Afternoon,3568.81,0.0,Credit Card,False
1059,2025-01-29,104,Sharjah City Centre,3,C019,Morning,360.39,0.0,Cash,False
1060,2025-03-09,101,Dubai Marina,1,C006,Evening,882.38,0.0,Cash,False
1061,2025-01-23,102,Dubai Mall,3,C015,Evening,1405.82,0.0,Digital Wallet,False
1062,2025-02-24,104,Sharjah City Centre,4,C007,Morning,3632.95,892.84,Digital Wallet,False
1063,2025-01-01,105,Ajman Mall,4,C025,Afternoon,1483.87,0.0,Digital Wallet,False
1064,2025-01-06,105,Ajman Mall,3,C018,Evening,2482.78,0.0,Debit Card,False
1065,2025-02-01,104,Sharjah City Centre,1,C030,Evening,4007.88,129.91,Credit Card,False
1066,2025-03-20,105,Ajman Mall,3,C024,Evening,666.25,0.0,Digital Wallet,False
1067,2025-01-21,106,Ras Al Khaimah,5,C011,Morning,351.54,0.0,Digital Wallet,False
1068,2025-02-12,101,Dubai Marina,1,C024,Morning,3435.59,0.0,Digital Wallet,False
1069,2025-03-03,104,Sharjah City Centre,4,C023,Evening,2558.44,0.0,Debit Card,False
1070,2025-02-05,104,Sharjah City Centre,2,C014,Afternoon,1100.68,0.0,Digital Wallet,False
1071,2025-03-11,105,Ajman Mall,3,C018,Afternoon,3230.94,0.0,Debit Card,False
1072,2025-01-01,103,Abu Dhabi Khalidiyah,2,C005,Afternoon,3847.86,65.72,Digital Wallet,False
1073,2025-01-14,101,Dubai Marina,4,C039,Morning,2834.09,0.0,Credit Card,False
1074,2025-03-13,104,Sharjah City Centre,1,C011,Evening,708.9,395.55,Debit Card,False
1075,2025-01-31,105,Ajman Mall,4,C035,Afternoon,3138.81,486.86,Digital Wallet,False
1076,2025-01-21,103,Abu Dhabi Khalidiyah,5,C016,Morning,3428.28,627.84,Credit Card,False
1077,2025-01-28,106,Ras Al Khaimah,4,C011,Evening,1751.64,0.0,Debit Card,False
1078,2025-02-19,105,Ajman Mall,3,C030,Evening,2673.62,0.0,Digital Wallet,False
1079,2025-01-14,104,Sharjah City Centre,1,C025,Morning,1661.94,0.0,Debit Card,False
1080,2025-01-23,105,Ajman Mall,5,C018,Evening,4285.06,0.0,Cash,False
1081,2025-01-02,102,Dubai Mall,3,C036,Evening,635.08,0.0,Credit Card,False
1082,2025-01-12,105,Ajman Mall,2,C015,Evening,2478.3,0.0,Credit Card,False
1083,2025-01-13,101,Dubai Marina,1,C021,Evening,2167.2,0.0,Debit Card,False
1084,2025-03-01,104,Sharjah City Centre,3,C004,Afternoon,119.53,0.0,Cash,False
1085,2025-02-21,106,Ras Al Khaimah,1,C015,Afternoon,4279.37,0.0,Debit Card,False
1086,2025-01-05,106,Ras Al Khaimah,2,C003,Afternoon,546.02,0.0,Digital Wallet,False
1087,2025-02-04,105,Ajman Mall,4,C021,Afternoon,2206.48,0.0,Debit Card,False
1088,2025-01-21,102,Dubai Mall,2,C026,Afternoon,1449.94,0.0,Credit Card,False
1089,2025-03-21,104,Sharjah City Centre,4,C018,Afternoon,3909.3,0.0,Cash,False
1090,2025-02-23,102,Dubai Mall,3,C005,Evening,2669.61,0.0,Credit Card,False
1091,2025-02-20,104,Sharjah City Centre,4,C014,Morning,3664.95,0.0,Cash,False
1092,2025-01-04,105,Ajman Mall,4,C037,Evening,4056.01,792.23,Cash,False
1093,2025-02-07,101,Dubai Marina,5,C021,Afternoon,876.0,471.64,Digital Wallet,False
1094,2025-02-03,106,Ras Al Khaimah,3,C014,Morning,951.55,0.0,Debit Card,False
1095,2025-01-28,102,Dubai Mall,5,C032,Evening,3476.6,593.78,Digital Wallet,True
1096,2025-01-11,103,Abu Dhabi Khalidiyah,3,C026,Afternoon,2042.93,0.0,Debit Card,False
1097,2025-03-23,105,Ajman Mall,2,C030,Afternoon,2015.8,0.0,Digital Wallet,False
1098,2025-01-31,106,Ras Al Khaimah,5,C010,Afternoon,4487.68,0.0,Credit Card,False
1099,2025-01-31,104,Sharjah City Centre,2,C017,Afternoon,2740.64,877.69,Credit Card,False
1100,2025-01-09,104,Sharjah City Centre,2,C009,Morning,3448.06,0.0,Debit Card,False
1101,2025-01-10,102,Dubai Mall,5,C016,Afternoon,1305.29,0.0,Credit Card,False
1102,2025-01-25,104,Sharjah City Centre,1,C036,Morning,1479.56,0.0,Credit Card,True
1103,2025-02-16,103,Abu Dhabi Khalidiyah,2,C035,Afternoon,905.64,0.0,Credit Card,False
1104,2025-03-21,104,Sharjah City Centre,1,C017,Evening,2062.01,131.05,Digital Wallet,False
1105,2025-02-11,101,Dubai Marina,1,C038,Afternoon,3170.56,0.0,Debit Card,False
1106,2025-03-30,101,Dubai Marina,3,C028,Afternoon,439.67,0.0,Digital Wallet,False
1107,2025-03-08,102,Dubai Mall,4,C038,Morning,1465.74,0.0,Digital Wallet,False
1108,2025-03-11,104,Sharjah City Centre,3,C026,Afternoon,2727.88,0.0,Cash,False
1109,2025-01-12,103,Abu Dhabi Khalidiyah,5,C024,Morning,531.75,0.0,Cash,False
1110,2025-03-25,103,Abu Dhabi Khalidiyah,2,C015,Afternoon,733.05,0.0,Cash,True
1111,2025-03-21,105,Ajman Mall,1,C009,Afternoon,1598.82,0.0,Digital Wallet,False
1112,2025-01-02,105,Ajman Mall,2,C033,Morning,1173.33,0.0,Cash,False
1113,2025-01-13,102,Dubai Mall,5,C032,Evening,3283.23,474.22,Digital Wallet,False
1114,2025-01-15,106,Ras Al Khaimah,5,C006,Evening,2282.38,0.0,Cash,False
1115,2025-03-26,101,Dubai Marina,1,C004,Afternoon,3023.34,0.0,Digital Wallet,False
1116,2025-03-02,104,Sharjah City Centre,3,C008,Morning,3093.31,455.11,Debit Card,False
1117,2025-03-19,103,Abu Dhabi Khalidiyah,2,C010,Evening,1448.69,0.0,Digital Wallet,False
1118,2025-02-02,106,Ras Al Khaimah,2,C011,Morning,830.89,0.0,Digital Wallet,False
1119,2025-01-05,102,Dubai Mall,5,C028,Afternoon,2312.26,0.0,Cash,False
1120,2025-02-10,101,Dubai Marina,5,C039,Evening,2552.05,0.0,Debit Card,False
1121,2025-02-08,101,Dubai Marina,1,C005,Evening,671.99,0.0,Credit Card,False
1122,2025-01-30,103,Abu Dhabi Khalidiyah,2,C025,Evening,3150.51,0.0,Cash,False
1123,2025-02-02,102,Dubai Mall,3,C025,Evening,1290.46,0.0,Debit Card,False
1124,2025-02-14,105,Ajman Mall,4,C039,Morning,2956.26,0.0,Credit Card,False
1125,2025-01-10,104,Sharjah City Centre,3,C030,Morning,2005.45,0.0,Cash,False
1126,2025-01-14,101,Dubai Marina,3,C034,Evening,3526.66,0.0,Cash,False
1127,2025-02-06,102,Dubai Mall,5,C017,Afternoon,99.73,185.41,Debit Card,False
1128,2025-01-01,106,Ras Al Khaimah,4,C036,Afternoon,3439.04,0.0,Digital Wallet,False
1129,2025-01-27,106,Ras Al Khaimah,3,C001,Morning,1516.32,0.0,Cash,False
1130,2025-03-17,105,Ajman Mall,4,C008,Evening,500.73,0.0,Cash,False
1131,2025-01-24,104,Sharjah City Centre,3,C035,Morning,3625.24,0.0,Debit Card,False
1132,2025-02-14,105,Ajman Mall,3,C018,Afternoon,676.2,0.0,Debit Card,False
1133,2025-01-17,105,Ajman Mall,1,C022,Afternoon,4081.96,292.16,Credit Card,False
1134,2025-03-30,102,Dubai Mall,3,C008,Morning,3838.13,0.0,Digital Wallet,False
1135,2025-02-12,102,Dubai Mall,1,C019,Afternoon,1805.2,0.0,Digital Wallet,False
1136,2025-03-09,105,Ajman Mall,1,C028,Evening,1315.36,0.0,Digital Wallet,False
1137,2025-02-23,105,Ajman Mall,4,C011,Morning,3135.42,0.0,Credit Card,False
1138,2025-01-27,103,Abu Dhabi Khalidiyah,4,C030,Morning,2522.53,0.0,Debit Card,False
1139,2025-01-04,103,Abu Dhabi Khalidiyah,5,C001,Morning,4370.51,0.0,Cash,False
1140,2025-01-02,106,Ras Al Khaimah,5,C017,Evening,2794.74,0.0,Cash,False
1141,2025-01-15,106,Ras Al Khaimah,3,C033,Evening,3488.35,0.0,Digital Wallet,False
1142,2025-02-17,106,Ras Al Khaimah,3,C012,Morning,2415.68,0.0,Digital Wallet,False
1143,2025-03-08,105,Ajman Mall,2,C033,Evening,2238.61,0.0,Digital Wallet,False
1144,2025-01-12,102,Dubai Mall,1,C007,Afternoon,2935.95,0.0,Cash,False
1145,2025-01-04,101,Dubai Marina,1,C020,Morning,785.08,0.0,Credit Card,False
1146,2025-03-13,104,Sharjah City Centre,4,C033,Morning,1152.17,0.0,Cash,True
1147,2025-03-29,102,Dubai Mall,4,C039,Afternoon,2789.71,0.0,Credit Card,False
1148,2025-02-19,103,Abu Dhabi Khalidiyah,4,C013,Afternoon,2718.75,0.0,Debit Card,False
1149,2025-02-05,101,Dubai Marina,3,C010,Afternoon,906.07,0.0,Credit Card,False
1150,2025-02-06,106,Ras Al Khaimah,3,C024,Afternoon,1283.25,574.96,Credit Card,False
1151,2025-01-21,103,Abu Dhabi Khalidiyah,4,C011,Morning,609.81,0.0,Credit Card,False
1152,2025-01-17,101,Dubai Marina,1,C035,Morning,2502.9,0.0,Credit Card,False
1153,2025-02-01,104,Sharjah City Centre,3,C034,Afternoon,3149.82,0.0,Digital Wallet,False
1154,2025-03-29,103,Abu Dhabi Khalidiyah,4,C001,Evening,304.65,0.0,Credit Card,False
1155,2025-03-01,106,Ras Al Khaimah,2,C039,Afternoon,4193.72,0.0,Digital Wallet,False
1156,2025-01-30,106,Ras Al Khaimah,4,C021,Afternoon,4223.1,56.67,Debit Card,False
1157,2025-01-24,102,Dubai Mall,2,C032,Morning,530.66,0.0,Credit Card,False
1158,2025-03-10,105,Ajman Mall,4,C002,Afternoon,498.94,0.0,Digital Wallet,False
1159,2025-02-23,103,Abu Dhabi Khalidiyah,2,C008,Evening,214.54,0.0,Credit Card,False
1160,2025-01-12,103,Abu Dhabi Khalidiyah,1,C024,Evening,3323.76,0.0,Credit Card,False
1161,2025-01-15,105,Ajman Mall,3,C020,Morning,2021.46,0.0,Credit Card,False
1162,2025-02-11,105,Ajman Mall,5,C016,Evening,3187.12,0.0,Debit Card,False
1163,2025-02-05,101,Dubai Marina,3,C004,Afternoon,537.97,0.0,Digital Wallet,False
1164,2025-01-11,102,Dubai Mall,5,C016,Afternoon,3226.94,0.0,Credit Card,False
1165,2025-02-19,101,Dubai Marina,3,C037,Afternoon,3693.8,0.0,Digital Wallet,False
1166,2025-02-06,105,Ajman Mall,3,C006,Afternoon,2285.05,0.0,Cash,False
1167,2025-03-16,105,Ajman Mall,1,C006,Evening,2918.44,0.0,Digital Wallet,False
1168,2025-01-24,106,Ras Al Khaimah,4,C032,Morning,633.01,379.11,Debit Card,True
1169,2025-03-15,101,Dubai Marina,5,C005,Evening,1152.68,0.0,Digital Wallet,False
1170,2025-02-17,101,Dubai Marina,5,C035,Evening,1763.72,0.0,Digital Wallet,False
1171,2025-03-24,103,Abu Dhabi Khalidiyah,3,C009,Afternoon,1807.95,507.54,Debit Card,False
1172,2025-01-25,103,Abu Dhabi Khalidiyah,5,C009,Evening,2273.7,0.0,Debit Card,False
1173,2025-03-01,105,Ajman Mall,4,C031,Afternoon,2391.89,0.0,Credit Card,False
1174,2025-03-25,102,Dubai Mall,5,C036,Afternoon,1764.02,246.22,Digital Wallet,False
1175,2025-03-25,106,Ras Al Khaimah,4,C011,Morning,4406.66,0.0,Debit Card,False
1176,2025-02-04,102,Dubai Mall,5,C017,Evening,4464.58,0.0,Credit Card,False
1177,2025-03-14,106,Ras Al Khaimah,5,C034,Afternoon,2564.19,0.0,Digital Wallet,False
1178,2025-01-29,103,Abu Dhabi Khalidiyah,1,C039,Morning,1412.76,355.69,Debit Card,False
1179,2025-01-18,103,Abu Dhabi Khalidiyah,4,C028,Evening,3001.12,520.44,Debit Card,False
1180,2025-02-08,102,Dubai Mall,3,C014,Afternoon,3829.63,0.0,Credit Card,False
1181,2025-01-04,105,Ajman Mall,2,C035,Evening,3764.47,0.0,Credit Card,False
1182,2025-03-13,106,Ras Al Khaimah,2,C013,Morning,2181.6,0.0,Digital Wallet,False
1183,2025-03-22,101,Dubai Marina,1,C020,Afternoon,2684.86,0.0,Cash,False
1184,2025-03-27,102,Dubai Mall,1,C026,Afternoon,2437.95,0.0,Credit Card,False
1185,2025-02-11,104,Sharjah City Centre,3,C024,Morning,1111.16,0.0,Digital Wallet,False
1186,2025-03-14,106,Ras Al Khaimah,5,C029,Afternoon,2602.47,0.0,Debit Card,False
1187,2025-01-13,104,Sharjah City Centre,3,C034,Morning,381.44,0.0,Cash,False
1188,2025-02-01,106,Ras Al Khaimah,3,C029,Afternoon,4126.46,0.0,Credit Card,True
1189,2025-03-16,103,Abu Dhabi Khalidiyah,1,C008,Morning,2411.1,0.0,Credit Card,False
1190,2025-01-19,101,Dubai Marina,5,C016,Morning,3894.72,0.0,Credit Card,False
1191,2025-03-04,101,Dubai Marina,3,C015,Afternoon,4307.85,0.0,Credit Card,False
1192,2025-02-11,102,Dubai Mall,4,C005,Morning,3157.0,0.0,Credit Card,False
1193,2025-02-24,103,Abu Dhabi Khalidiyah,1,C022,Afternoon,2590.73,597.58,Debit Card,False
1194,2025-02-15,102,Dubai Mall,5,C002,Afternoon,3605.08,0.0,Digital Wallet,False
1195,2025-01-11,103,Abu Dhabi Khalidiyah,4,C038,Morning,1688.67,0.0,Cash,False
1196,2025-02-15,106,Ras Al Khaimah,3,C036,Afternoon,3824.53,898.34,Cash,False
1197,2025-01-07,106,Ras Al Khaimah,5,C015,Morning,1818.59,784.72,Debit Card,False
1198,2025-03-21,102,Dubai Mall,5,C038,Afternoon,858.78,0.0,Debit Card,True
1199,2025-02-05,105,Ajman Mall,3,C015,Morning,3628.11,0.0,Cash,False
1200,2025-01-01,103,Abu Dhabi Khalidiyah,2,C001,Afternoon,641.94,0.0,Digital Wallet,False
1201,2025-02-04,102,Dubai Mall,1,C005,Morning,2494.45,0.0,Cash,False
1202,2025-03-06,103,Abu Dhabi Khalidiyah,1,C004,Morning,2645.58,0.0,Credit Card,False
1203,2025-01-04,103,Abu Dhabi Khalidiyah,4,C015,Evening,3094.88,0.0,Digital Wallet,False
1204,2025-02-19,104,Sharjah City Centre,4,C005,Afternoon,2513.08,0.0,Cash,False
1205,2025-03-14,103,Abu Dhabi Khalidiyah,2,C003,Morning,3282.66,0.0,Digital Wallet,False
1206,2025-02-21,101,Dubai Marina,1,C022,Afternoon,2163.02,0.0,Digital Wallet,True
1207,2025-03-23,102,Dubai Mall,4,C005,Evening,4240.47,0.0,Debit Card,False
1208,2025-02-16,104,Sharjah City Centre,2,C033,Evening,4398.47,0.0,Credit Card,False
1209,2025-02-01,106,Ras Al Khaimah,5,C016,Morning,2524.23,0.0,Credit Card,False
1210,2025-03-06,104,Sharjah City Centre,4,C018,Morning,224.51,0.0,Credit Card,False
1211,2025-03-22,103,Abu Dhabi Khalidiyah,4,C032,Morning,4226.9,235.49,Cash,False
1212,2025-02-17,103,Abu Dhabi Khalidiyah,3,C014,Evening,3295.19,380.29,Credit Card,False
1213,2025-03-12,104,Sharjah City Centre,2,C035,Afternoon,2092.19,0.0,Credit Card,False
1214,2025-01-08,106,Ras Al Khaimah,5,C009,Evening,2779.32,0.0,Credit Card,False
1215,2025-03-10,106,Ras Al Khaimah,5,C037,Morning,2411.56,0.0,Credit Card,True
1216,2025-01-17,102,Dubai Mall,4,C037,Evening,619.15,51.49,Digital Wallet,False
1217,2025-01-15,105,Ajman Mall,5,C031,Evening,312.87,0.0,Cash,False
1218,2025-02-17,103,Abu Dhabi Khalidiyah,4,C016,Evening,2866.17,0.0,Digital Wallet,False
1219,2025-01-12,103,Abu Dhabi Khalidiyah,4,C031,Afternoon,3751.93,0.0,Debit Card,False
1220,2025-03-23,101,Dubai Marina,5,C027,Morning,2527.75,0.0,Credit Card,False
1221,2025-02-02,104,Sharjah City Centre,5,C013,Afternoon,1894.45,0.0,Cash,False
1222,2025-02-13,101,Dubai Marina,5,C007,Morning,341.17,0.0,Debit Card,False
1223,2025-03-08,103,Abu Dhabi Khalidiyah,1,C007,Afternoon,3628.86,0.0,Credit Card,False
1224,2025-01-19,105,Ajman Mall,2,C028,Morning,3548.01,0.0,Credit Card,False
1225,2025-03-04,101,Dubai Marina,4,C023,Evening,3505.33,404.01,Digital Wallet,False
1226,2025-02-07,101,Dubai Marina,2,C028,Afternoon,2554.07,0.0,Debit Card,False
1227,2025-03-19,102,Dubai Mall,5,C027,Morning,2812.68,0.0,Cash,False
1228,2025-03-23,104,Sharjah City Centre,5,C030,Evening,4300.39,0.0,Cash,False
1229,2025-02-13,104,Sharjah City Centre,3,C004,Afternoon,1716.23,0.0,Debit Card,False
1230,2025-02-02,103,Abu Dhabi Khalidiyah,1,C007,Morning,2443.34,846.06,Credit Card,False
1231,2025-02-04,104,Sharjah City Centre,3,C004,Afternoon,4235.4,0.0,Digital Wallet,False
1232,2025-02-15,102,Dubai Mall,2,C026,Morning,1791.89,0.0,Debit Card,False
1233,2025-03-13,101,Dubai Marina,5,C022,Morning,3785.37,517.31,Digital Wallet,False
1234,2025-02-11,102,Dubai Mall,5,C007,Afternoon,317.0,0.0,Digital Wallet,False
1235,2025-01-12,106,Ras Al Khaimah,1,C016,Evening,4373.13,0.0,Digital Wallet,False
1236,2025-02-02,105,Ajman Mall,5,C013,Morning,3926.48,0.0,Debit Card,False
1237,2025-03-12,106,Ras Al Khaimah,4,C013,Evening,3964.29,0.0,Credit Card,False
1238,2025-03-09,105,Ajman Mall,5,C035,Evening,2566.93,0.0,Debit Card,False
1239,2025-02-08,106,Ras Al Khaimah,2,C029,Evening,1944.22,0.0,Digital Wallet,False
1240,2025-01-03,104,Sharjah City Centre,5,C009,Afternoon,3683.2,0.0,Digital Wallet,False
1241,2025-03-01,104,Sharjah City Centre,1,C028,Morning,3702.05,819.92,Credit Card,False
1242,2025-03-06,105,Ajman Mall,1,C012,Afternoon,2944.02,835.15,Debit Card,False
1243,2025-02-27,102,Dubai Mall,2,C018,Morning,4212.59,594.03,Credit Card,False
1244,2025-01-18,106,Ras Al Khaimah,5,C030,Evening,3921.86,0.0,Debit Card,False
1245,2025-03-14,104,Sharjah City Centre,2,C016,Morning,1922.26,847.91,Digital Wallet,False
1246,2025-03-13,101,Dubai Marina,2,C005,Morning,4172.41,0.0,Credit Card,False
1247,2025-02-02,104,Sharjah City Centre,2,C029,Morning,4149.93,0.0,Cash,False
1248,2025-02-14,103,Abu Dhabi Khalidiyah,1,C036,Afternoon,1369.16,0.0,Debit Card,False
1249,2025-03-02,105,Ajman Mall,1,C007,Afternoon,4299.46,0.0,Cash,False
1250,2025-01-22,101,Dubai Marina,1,C004,Evening,1045.46,0.0,Cash,False
1251,2025-03-22,106,Ras Al Khaimah,2,C035,Morning,4419.18,607.15,Credit Card,False
1252,2025-01-03,105,Ajman Mall,4,C001,Evening,3319.22,0.0,Cash,False
1253,2025-03-21,105,Ajman Mall,1,C006,Morning,2016.22,0.0,Credit Card,False
1254,2025-03-28,105,Ajman Mall,5,C016,Evening,1278.8,331.76,Digital Wallet,False
1255,2025-01-10,106,Ras Al Khaimah,2,C011,Morning,465.31,210.19,Digital Wallet,False
1256,2025-02-06,105,Ajman Mall,3,C027,Afternoon,3163.78,0.0,Credit Card,False
1257,2025-01-09,104,Sharjah City Centre,3,C032,Morning,2741.51,0.0,Cash,False
1258,2025-03-29,106,Ras Al Khaimah,3,C031,Afternoon,205.7,0.0,Cash,False
1259,2025-01-23,106,Ras Al Khaimah,1,C014,Morning,915.54,0.0,Debit Card,False
1260,2025-03-12,105,Ajman Mall,2,C026,Afternoon,834.05,0.0,Cash,False
1261,2025-03-13,102,Dubai Mall,4,C004,Morning,939.17,0.0,Cash,False
1262,2025-02-06,104,Sharjah City Centre,1,C011,Morning,209.58,0.0,Cash,True
1263,2025-02-24,101,Dubai Marina,4,C025,Evening,1863.09,133.91,Debit Card,False
1264,2025-02-28,106,Ras Al Khaimah,2,C001,Evening,3312.91,0.0,Digital Wallet,False
1265,2025-02-02,101,Dubai Marina,1,C025,Evening,3932.19,0.0,Credit Card,False
1266,2025-03-16,103,Abu Dhabi Khalidiyah,2,C017,Afternoon,3377.88,419.49,Digital Wallet,False
1267,2025-03-25,105,Ajman Mall,4,C030,Morning,1594.65,0.0,Digital Wallet,False
1268,2025-03-30,106,Ras Al Khaimah,2,C019,Evening,3630.77,0.0,Digital Wallet,False
1269,2025-01-16,105,Ajman Mall,5,C028,Morning,3462.63,473.58,Digital Wallet,False
1270,2025-02-13,102,Dubai Mall,4,C036,Afternoon,2006.13,0.0,Cash,True
1271,2025-02-11,106,Ras Al Khaimah,1,C032,Afternoon,463.94,0.0,Credit Card,False
1272,2025-02-02,101,Dubai Marina,3,C010,Afternoon,2315.33,0.0,Debit Card,False
1273,2025-01-10,102,Dubai Mall,1,C013,Evening,1287.73,748.43,Credit Card,False
1274,2025-03-24,103,Abu Dhabi Khalidiyah,3,C019,Afternoon,4029.99,0.0,Cash,True
1275,2025-01-10,103,Abu Dhabi Khalidiyah,5,C014,Morning,805.99,0.0,Credit Card,False
1276,2025-02-17,101,Dubai Marina,1,C004,Evening,4125.24,0.0,Cash,False
1277,2025-03-30,102,Dubai Mall,4,C038,Evening,1929.8,605.18,Cash,False
1278,2025-02-13,102,Dubai Mall,2,C035,Evening,3590.02,0.0,Credit Card,False
1279,2025-02-21,104,Sharjah City Centre,5,C004,Morning,4130.61,122.27,Debit Card,False
1280,2025-01-13,101,Dubai Marina,5,C021,Morning,1723.38,0.0,Debit Card,False
1281,2025-02-27,102,Dubai Mall,3,C004,Evening,73.99,0.0,Credit Card,True
1282,2025-02-04,103,Abu Dhabi Khalidiyah,4,C004,Afternoon,4019.53,712.06,Cash,False
1283,2025-02-16,104,Sharjah City Centre,2,C038,Morning,415.18,38.74,Digital Wallet,False
